时间,蒸汽开度/%,釜温,中温,顶温,回流比,精馏釜液位/cm,V02121A液位/cm,V02122A液位/cm,V02123A液位/cm,V02123B液位/cm,time_delta_hours,time_diff_hours
2023-07-07 06:00:00,73.0,84.92,74.57,74.15,4.0,93.0,23.0,15.0,15.0,52.0,1070.0,1.0
2023-07-07 08:01:00,75.0,85.74,74.64,74.03,3.0,86.0,23.0,15.0,97.0,53.0,1071.0,1.0
2023-07-07 09:07:00,75.0,86.4,74.64,74.04,3.0,81.0,23.0,15.0,148.0,53.0,1072.0,1.0
2023-07-07 11:01:00,75.0,88.04,74.64,74.01,4.0,74.0,23.0,15.0,229.0,53.0,1073.0,1.0
2023-07-07 12:36:00,75.0,90.38,74.78,74.0,5.0,70.0,23.0,15.0,293.0,53.0,1074.0,1.0
2023-07-07 14:30:00,75.0,92.53,74.67,74.0,6.0,68.0,23.0,15.0,43.0,53.0,1075.0,1.0
2023-07-07 17:00:00,73.0,97.85,74.99,74.03,8.0,65.0,23.0,15.0,103.0,53.0,1076.0,1.0
2023-07-07 18:00:00,73.0,99.01,75.44,73.97,8.0,64.0,23.0,15.0,117.0,53.0,1077.0,1.0
2023-07-08 12:00:00,72.0,83.06,74.51,73.78,8.0,123.0,11.0,39.0,11.0,53.0,1078.0,1.0
2023-07-08 13:00:00,70.0,82.98,74.5,73.93,8.0,122.0,29.0,39.0,11.0,53.0,1079.0,1.0
2023-07-08 15:00:00,73.0,83.22,74.51,73.94,5.0,118.0,47.0,39.0,33.0,53.0,1080.0,1.0
2023-07-08 16:00:00,73.0,83.28,74.38,73.94,3.0,114.0,47.0,39.0,77.0,53.0,1081.0,1.0
2023-07-08 17:00:00,75.0,83.38,74.57,73.95,3.0,112.0,47.0,39.0,103.0,53.0,1082.0,1.0
2023-07-08 19:00:00,75.0,83.88,74.64,74.05,3.0,104.0,47.0,39.0,187.0,53.0,1083.0,1.0
2023-07-08 20:50:00,75.0,84.34,74.51,74.06,3.0,97.0,47.0,39.0,263.0,53.0,1084.0,1.0
2023-07-08 23:00:00,75.0,84.72,74.52,74.06,3.0,93.0,47.0,39.0,31.0,53.0,1085.0,1.0
2023-07-09 00:17:00,75.0,85.55,74.64,74.07,3.0,87.0,47.0,39.0,99.0,53.0,1086.0,1.0
2023-07-09 02:02:00,75.0,86.6,74.65,74.12,5.0,80.0,47.0,39.0,177.0,53.0,1087.0,1.0
2023-07-09 02:25:00,75.0,87.05,74.64,74.2,5.0,79.0,47.0,39.0,195.0,53.0,1088.0,1.0
2023-07-09 03:02:00,75.0,87.82,74.64,74.01,6.0,77.0,47.0,39.0,221.0,53.0,1089.0,1.0
2023-07-09 05:01:00,75.0,90.03,74.51,74.01,8.0,73.0,47.0,39.0,279.0,53.0,1090.0,1.0
2023-07-09 07:01:00,75.0,92.45,74.64,74.06,8.0,70.0,47.0,39.0,27.0,53.0,1091.0,1.0
2023-07-09 08:00:00,75.0,94.26,74.64,74.02,8.0,69.0,47.0,39.0,47.0,53.0,1092.0,1.0
2023-07-09 09:45:00,75.0,97.69,74.85,73.95,8.0,67.0,47.0,39.0,83.0,53.0,1093.0,1.0
2023-07-10 06:04:00,72.0,82.75,74.28,73.73,8.0,125.0,7.0,61.0,11.0,53.0,1094.0,1.0
2023-07-10 06:58:00,72.0,82.79,74.39,73.84,8.0,124.0,7.0,61.0,11.0,53.0,1095.0,1.0
2023-07-10 08:05:00,72.0,82.85,74.38,74.01,8.0,122.0,37.0,61.0,11.0,53.0,1096.0,1.0
2023-07-10 09:08:00,70.0,82.93,74.55,73.93,5.0,120.0,51.0,61.0,15.0,53.0,1097.0,1.0
2023-07-10 10:09:00,70.0,83.09,74.51,73.99,3.0,116.0,51.0,61.0,54.0,53.0,1098.0,1.0
2023-07-10 11:04:00,70.0,83.24,74.51,73.84,3.0,113.0,51.0,61.0,89.0,53.0,1099.0,1.0
2023-07-10 12:30:00,70.0,83.51,74.58,73.94,3.0,108.0,51.0,61.0,148.0,53.0,1100.0,1.0
2023-07-10 13:40:00,70.0,83.67,74.51,73.94,3.0,105.0,51.0,61.0,174.0,53.0,1101.0,1.0
2023-07-10 14:42:00,70.0,83.93,74.51,73.9,3.0,100.0,51.0,61.0,238.0,53.0,1102.0,1.0
2023-07-10 16:00:00,71.0,84.27,74.51,73.92,3.0,95.0,51.0,61.0,289.0,53.0,1103.0,1.0
2023-07-10 17:57:00,71.0,84.65,74.59,73.9,3.0,91.0,51.0,61.0,47.0,53.0,1104.0,1.0
2023-07-10 19:55:00,71.0,85.38,74.58,73.9,3.0,85.0,51.0,61.0,119.0,53.0,1105.0,1.0
2023-07-10 21:56:00,72.0,86.03,74.52,74.04,5.0,81.0,51.0,61.0,173.0,53.0,1106.0,1.0
2023-07-11 00:05:00,72.0,87.54,74.59,74.05,4.0,76.0,51.0,61.0,235.0,53.0,1107.0,1.0
2023-07-11 00:57:00,72.0,88.32,74.52,74.05,4.0,74.0,51.0,61.0,264.0,53.0,1108.0,1.0
2023-07-11 02:59:00,73.0,90.33,74.72,74.06,6.0,71.0,51.0,61.0,25.0,53.0,1109.0,1.0
2023-07-11 03:59:00,73.0,91.73,74.59,74.06,6.0,69.0,51.0,61.0,49.0,53.0,1110.0,1.0
2023-07-11 06:08:00,73.0,95.34,74.65,74.12,8.0,67.0,51.0,61.0,91.0,53.0,1111.0,1.0
2023-07-11 07:02:00,74.0,97.51,74.86,74.1,7.0,66.0,51.0,61.0,109.0,53.0,1112.0,1.0
2023-07-11 08:14:00,74.0,100.06,85.37,74.14,1.0,62.0,85.0,61.0,123.0,53.0,1113.0,1.0
2023-07-12 00:05:00,71.0,82.87,74.51,73.52,8.0,124.0,7.0,7.0,11.0,52.0,1114.0,1.0
2023-07-12 00:57:00,71.0,82.89,74.51,73.73,8.0,123.0,15.0,7.0,11.0,53.0,1115.0,1.0
2023-07-12 01:59:00,73.0,82.93,74.49,73.8,8.0,121.0,33.0,7.0,11.0,53.0,1116.0,1.0
2023-07-12 02:55:00,72.0,82.99,74.51,73.87,8.0,119.0,51.0,7.0,11.0,53.0,1117.0,1.0
2023-07-12 05:00:00,72.0,83.27,74.45,73.94,6.0,115.0,55.0,7.0,56.0,53.0,1118.0,1.0
2023-07-12 06:58:00,72.0,83.47,74.51,73.97,6.0,110.0,55.0,7.0,103.0,53.0,1119.0,1.0
2023-07-12 08:13:00,72.0,83.53,74.51,73.93,4.0,108.0,55.0,7.0,135.0,53.0,1120.0,1.0
2023-07-12 09:02:00,73.0,83.76,74.51,73.98,4.0,105.0,55.0,7.0,162.0,53.0,1121.0,1.0
2023-07-12 11:08:00,73.0,84.25,74.58,73.91,3.0,98.0,55.0,7.0,241.0,53.0,1122.0,1.0
2023-07-12 12:15:00,73.0,84.63,74.64,73.89,3.0,93.0,55.0,7.0,297.0,53.0,1123.0,1.0
2023-07-12 13:05:00,73.0,84.66,74.51,73.88,3.0,92.0,55.0,7.0,11.0,53.0,1124.0,1.0
2023-07-12 15:08:00,73.0,85.38,74.58,73.89,3.0,85.0,55.0,7.0,97.0,52.0,1125.0,1.0
2023-07-12 15:59:00,73.0,85.81,74.58,73.9,3.0,82.0,55.0,7.0,133.0,52.0,1126.0,1.0
2023-07-12 17:00:00,73.0,86.31,74.64,73.9,3.0,79.0,55.0,7.0,171.0,52.0,1127.0,1.0
2023-07-12 17:58:00,73.0,87.01,74.64,73.99,4.0,78.0,55.0,7.0,205.0,52.0,1128.0,1.0
2023-07-12 18:51:00,73.0,87.79,74.64,74.93,4.0,73.0,55.0,7.0,249.0,52.0,1129.0,1.0
2023-07-12 21:03:00,73.0,89.86,74.64,74.0,4.0,71.0,55.0,7.0,17.0,52.0,1130.0,1.0
2023-07-12 23:00:00,73.0,94.06,74.71,73.93,6.0,67.0,55.0,7.0,75.0,52.0,1131.0,1.0
2023-07-13 00:17:00,73.0,97.32,74.71,73.93,8.0,65.0,55.0,7.0,103.0,52.0,1132.0,1.0
2023-07-13 00:58:00,73.0,99.37,74.98,73.88,1.0,64.0,55.0,7.0,115.0,52.0,1133.0,1.0
2023-07-14 15:15:00,72.0,82.69,74.71,72.99,8.0,126.0,7.0,23.0,11.0,53.0,1134.0,1.0
2023-07-14 16:01:00,72.0,82.74,74.5,73.4,8.0,125.0,7.0,23.0,11.0,53.0,1135.0,1.0
2023-07-14 16:57:00,72.0,82.81,74.58,73.76,8.0,123.0,17.0,23.0,11.0,53.0,1136.0,1.0
2023-07-14 17:58:00,72.0,82.85,74.51,73.93,8.0,121.0,35.0,23.0,11.0,53.0,1137.0,1.0
2023-07-14 18:55:00,72.0,83.01,74.57,74.08,8.0,119.0,55.0,23.0,11.0,53.0,1138.0,1.0
2023-07-14 19:53:00,72.0,83.09,74.57,74.16,8.0,118.0,67.0,23.0,19.0,53.0,1139.0,1.0
2023-07-14 20:57:00,73.0,83.15,74.64,74.24,6.0,116.0,67.0,23.0,41.0,53.0,1140.0,1.0
2023-07-14 21:56:00,73.0,83.27,74.57,74.19,6.0,113.0,67.0,23.0,65.0,53.0,1141.0,1.0
2023-07-14 23:00:00,74.0,83.43,74.63,74.25,6.0,111.0,67.0,23.0,91.0,53.0,1142.0,1.0
2023-07-15 00:05:00,74.0,83.53,74.63,74.26,6.0,108.0,67.0,23.0,119.0,53.0,1143.0,1.0
2023-07-15 01:52:00,74.0,83.87,74.6,74.26,6.0,104.0,67.0,23.0,165.0,53.0,1144.0,1.0
2023-07-15 02:50:00,74.0,83.98,74.63,74.26,6.0,101.0,67.0,23.0,183.0,60.0,1145.0,1.0
2023-07-15 03:50:00,74.0,84.15,74.57,74.26,6.0,99.0,67.0,23.0,183.0,87.0,1146.0,1.0
2023-07-15 04:47:00,74.0,84.26,74.63,74.2,6.0,98.0,67.0,23.0,183.0,111.0,1147.0,1.0
2023-07-15 05:44:00,74.0,84.42,74.63,74.26,5.0,95.0,67.0,23.0,183.0,138.0,1148.0,1.0
2023-07-15 07:00:00,74.0,84.75,74.63,74.24,5.0,92.0,67.0,23.0,183.0,175.0,1149.0,1.0
2023-07-15 08:25:00,74.0,85.18,74.63,74.14,5.0,88.0,67.0,23.0,185.0,221.0,1150.0,1.0
2023-07-15 09:40:00,74.0,85.44,74.63,74.16,3.0,85.0,67.0,23.0,193.0,251.0,1151.0,1.0
2023-07-15 11:00:00,75.0,86.03,74.63,74.05,3.0,82.0,67.0,23.0,239.0,11.0,1152.0,1.0
2023-07-15 12:15:00,75.0,86.95,74.77,73.97,6.0,76.7,67.0,23.0,287.0,11.0,1153.0,1.0
2023-07-15 14:00:00,74.0,87.78,74.63,73.95,8.0,74.0,67.0,23.0,11.0,45.0,1154.0,1.0
2023-07-15 15:01:00,74.0,88.39,74.57,73.96,6.0,73.0,67.0,23.0,11.0,71.0,1155.0,1.0
2023-07-15 17:56:00,74.0,93.49,74.77,74.12,5.0,67.0,67.0,23.0,75.0,93.0,1156.0,1.0
2023-07-15 18:57:00,74.0,96.74,74.98,74.14,6.0,65.0,67.0,23.0,103.0,93.0,1157.0,1.0
2023-07-15 19:40:00,74.0,99.07,75.24,74.14,1.0,64.0,67.0,23.0,119.0,93.0,1158.0,1.0
2023-07-16 06:30:00,68.0,82.56,75.24,71.3,10.0,129.0,7.0,134.0,11.0,93.0,1159.0,1.0
2023-07-16 08:27:00,71.0,82.56,76.17,71.24,10.0,130.0,7.0,135.0,11.0,93.0,1160.0,1.0
2023-07-16 09:05:00,71.0,83.09,74.77,73.66,8.0,124.0,7.0,136.0,11.0,93.0,1161.0,1.0
2023-07-16 10:10:00,72.0,83.15,74.64,74.06,8.0,122.0,37.0,135.0,11.0,93.0,1162.0,1.0
2023-07-16 11:04:00,71.0,83.19,74.64,74.05,8.0,121.0,53.0,135.0,11.0,93.0,1163.0,1.0
2023-07-16 12:00:00,71.0,83.62,74.71,74.17,8.0,119.0,69.0,135.0,11.0,93.0,1164.0,1.0
2023-07-16 13:00:00,71.0,83.4,74.64,74.15,6.0,117.0,73.0,137.0,27.0,93.0,1165.0,1.0
2023-07-16 14:55:00,70.0,83.52,74.64,74.08,6.0,115.0,73.0,137.0,67.0,93.0,1166.0,1.0
2023-07-16 16:00:00,72.0,83.67,74.64,74.18,6.0,111.0,75.0,137.0,93.0,93.0,1167.0,1.0
2023-07-16 17:01:00,72.0,83.77,74.64,74.19,6.0,109.0,73.0,137.0,115.0,93.0,1168.0,1.0
2023-07-16 17:55:00,72.0,83.84,74.71,74.29,6.0,107.0,73.0,137.0,135.0,93.0,1169.0,1.0
2023-07-16 18:55:00,72.0,84.01,74.71,74.36,6.0,106.0,73.0,137.0,147.0,101.0,1170.0,1.0
2023-07-16 19:57:00,73.0,84.16,74.64,74.16,5.0,104.0,73.0,137.0,147.0,125.0,1171.0,1.0
2023-07-16 20:58:00,75.0,84.37,74.67,74.23,4.0,101.0,73.0,135.0,148.0,155.0,1172.0,1.0
2023-07-16 21:56:00,74.0,84.61,74.71,74.44,4.0,98.0,73.0,135.0,148.0,187.0,1173.0,1.0
2023-07-17 00:04:00,74.0,85.18,74.71,74.24,4.0,92.0,73.0,135.0,147.0,256.0,1174.0,1.0
2023-07-17 02:00:00,74.0,85.85,74.71,74.32,4.0,87.0,73.0,135.0,181.0,11.0,1175.0,1.0
2023-07-17 02:52:00,74.0,86.15,74.64,74.31,4.0,85.0,73.0,135.0,185.0,30.0,1176.0,1.0
2023-07-17 03:52:00,74.0,86.65,74.64,74.25,4.0,82.0,73.0,135.0,185.0,63.0,1177.0,1.0
2023-07-17 04:49:00,75.0,87.24,74.64,74.31,4.0,80.0,73.0,135.0,185.0,93.0,1178.0,1.0
2023-07-17 05:50:00,75.0,88.01,74.71,74.17,4.0,77.0,73.0,135.0,185.0,127.0,1179.0,1.0
2023-07-17 06:47:00,75.0,89.06,74.64,74.21,4.0,75.0,73.0,135.0,197.0,145.0,1180.0,1.0
2023-07-17 07:58:00,75.0,90.76,74.71,74.24,5.0,73.0,73.0,135.0,233.0,147.0,1181.0,1.0
2023-07-17 09:01:00,75.0,92.74,74.71,74.29,5.0,71.0,73.0,135.0,261.0,10.0,1182.0,1.0
2023-07-17 09:58:00,75.0,95.08,74.71,74.23,0.0,69.0,73.0,136.0,265.0,10.0,1183.0,1.0
2023-07-17 10:59:00,75.0,96.92,74.71,74.21,6.0,68.0,73.0,136.0,21.0,10.0,1184.0,1.0
2023-07-18 21:02:00,72.0,82.66,74.58,73.52,8.0,126.0,7.0,157.0,37.0,11.0,1185.0,1.0
2023-07-18 21:36:00,72.0,82.68,74.52,73.73,8.0,125.0,17.0,157.0,37.0,11.0,1186.0,1.0
2023-07-18 22:57:00,72.0,82.84,74.58,73.98,8.0,122.0,43.0,157.0,37.0,11.0,1187.0,1.0
2023-07-19 00:00:00,72.0,82.83,74.58,74.02,8.0,121.0,63.0,157.0,37.0,11.0,1188.0,1.0
2023-07-19 01:54:00,72.0,83.01,74.58,74.11,8.0,117.0,77.0,156.0,61.0,11.0,1189.0,1.0
2023-07-19 03:56:00,72.0,83.19,74.51,74.11,8.0,114.0,77.0,156.0,100.0,11.0,1190.0,1.0
2023-07-19 04:53:00,72.0,83.25,74.51,74.05,8.0,112.0,77.0,156.0,121.0,11.0,1191.0,1.0
2023-07-19 05:54:00,72.0,83.31,74.5,74.05,8.0,111.0,77.0,156.0,139.0,11.0,1192.0,1.0
2023-07-19 06:54:00,72.0,83.37,74.5,74.04,8.0,109.0,77.0,156.0,159.0,11.0,1193.0,1.0
2023-07-19 08:18:00,72.0,83.53,74.51,74.17,5.0,106.0,77.0,157.0,169.0,35.0,1194.0,1.0
2023-07-19 09:08:00,73.0,83.64,74.5,74.1,5.0,105.0,77.0,157.0,169.0,57.0,1195.0,1.0
2023-07-19 11:00:00,73.0,84.12,74.64,74.16,3.0,98.0,77.0,157.0,169.0,127.0,1196.0,1.0
2023-07-19 13:10:00,72.0,84.7,74.58,74.01,4.0,91.0,77.0,157.0,169.0,207.0,1197.0,1.0
2023-07-19 15:06:00,74.0,85.2,74.51,74.07,4.0,85.0,77.0,157.0,169.0,285.0,1198.0,1.0
2023-07-19 16:55:00,74.0,85.65,74.51,74.02,8.0,84.0,77.0,157.0,173.0,11.0,1199.0,1.0
2023-07-19 17:50:00,74.0,85.97,74.51,74.02,8.0,82.0,77.0,157.0,183.0,24.0,1200.0,1.0
2023-07-19 19:00:00,74.0,86.59,74.51,74.06,4.0,80.0,77.0,157.0,183.0,61.0,1201.0,1.0
2023-07-19 19:53:00,74.0,87.2,74.5,74.13,4.0,77.0,77.0,157.0,183.0,87.0,1202.0,1.0
2023-07-19 20:56:00,74.0,88.12,74.51,74.2,4.0,75.0,77.0,157.0,183.0,121.0,1203.0,1.0
2023-07-19 21:53:00,74.0,89.12,74.51,73.96,5.0,73.0,77.0,157.0,183.0,146.0,1204.0,1.0
2023-07-19 22:55:00,74.0,90.74,74.5,74.08,6.0,71.0,77.0,157.0,183.0,177.0,1205.0,1.0
2023-07-19 04:11:00,73.0,90.83,73.23,74.06,8.0,72.0,77.0,157.0,185.0,10.0,1206.0,1.0
2023-07-19 05:07:00,74.0,91.99,74.58,74.01,10.0,70.0,93.0,157.0,187.0,10.0,1207.0,1.0
2023-07-19 05:54:00,75.0,93.16,74.5,74.01,10.0,69.0,93.0,156.0,197.0,10.0,1208.0,1.0
2023-07-19 06:57:00,75.0,94.77,74.5,74.04,8.0,68.0,93.0,156.0,215.0,10.0,1209.0,1.0
2023-07-19 08:05:00,75.0,97.38,74.64,74.2,6.0,68.0,93.0,157.0,237.0,11.0,1210.0,1.0
