时间,蒸汽开度/%,釜温,中温,顶温,回流比,精馏釜液位/cm,V02121A液位/cm,V02122A液位/cm,V02123A液位/cm,V02123B液位/cm,time_delta_hours,time_diff_hours
2023-06-14 22:00:00,77.0,84.22,74.37,73.76,5.0,98.0,45.0,260.0,159.0,150.0,844.0,1.0
2023-06-14 23:00:00,77.0,84.44,74.37,73.83,3.0,97.0,45.0,260.0,163.0,175.0,845.0,1.0
2023-06-15 00:03:00,77.0,84.89,74.38,73.77,3.0,92.0,45.0,260.0,215.0,175.0,846.0,1.0
2023-06-15 00:58:00,76.0,85.23,74.38,73.77,3.0,89.0,45.0,259.0,253.0,175.0,847.0,1.0
2023-06-15 02:00:00,76.0,85.76,74.37,73.77,3.0,86.0,45.0,259.0,293.0,175.0,848.0,1.0
2023-06-15 04:57:00,76.0,87.7,74.44,73.77,3.0,77.0,45.0,260.0,99.0,175.0,849.0,1.0
2023-06-15 07:00:00,76.0,91.08,74.44,73.81,5.0,73.0,45.0,260.0,177.0,175.0,850.0,1.0
2023-06-15 08:12:00,77.0,94.29,74.5,73.73,8.0,71.0,45.0,260.0,211.0,177.0,851.0,1.0
2023-06-15 10:05:00,77.0,98.21,74.63,73.71,8.0,69.0,45.0,262.0,245.0,177.0,852.0,1.0
2023-06-15 11:00:00,77.0,99.52,74.71,73.56,12.0,68.0,45.0,258.0,258.0,177.0,853.0,1.0
2023-06-16 04:55:00,72.0,82.76,74.44,73.32,8.0,126.0,7.0,292.0,9.0,175.0,854.0,1.0
2023-06-16 07:00:00,74.0,82.91,74.43,73.82,8.0,121.0,29.0,292.0,9.0,175.0,855.0,1.0
2023-06-16 08:09:00,76.0,83.08,74.36,73.79,8.0,118.0,57.0,294.0,9.0,175.0,856.0,1.0
2023-06-16 10:00:00,76.0,83.13,74.4,73.84,6.0,116.0,63.0,294.0,37.0,177.0,857.0,1.0
2023-06-16 12:10:00,76.0,83.35,74.43,73.78,6.0,111.0,65.0,296.0,97.0,177.0,858.0,1.0
2023-06-16 13:10:00,76.0,83.56,74.43,73.75,6.0,108.0,65.0,7.0,129.0,177.0,859.0,1.0
2023-06-16 14:10:00,76.0,83.68,74.43,73.81,6.0,106.0,65.0,7.0,133.0,197.0,860.0,1.0
2023-06-16 15:00:00,76.0,83.88,74.43,73.8,7.0,104.0,65.0,7.0,133.0,221.0,861.0,1.0
2023-06-16 16:00:00,75.0,83.99,74.36,73.5,7.0,101.0,65.0,7.0,135.0,246.0,862.0,1.0
2023-06-16 17:01:00,75.0,84.0,74.43,73.84,7.0,100.0,65.0,7.0,135.0,266.0,863.0,1.0
2023-06-16 20:02:00,75.0,84.43,74.38,73.91,4.0,95.0,65.0,7.0,159.0,10.0,864.0,1.0
2023-06-16 20:58:00,75.0,84.71,74.45,73.91,3.0,93.0,65.0,7.0,193.0,10.0,865.0,1.0
2023-06-16 22:10:00,75.0,85.24,74.51,73.91,3.0,89.0,65.0,7.0,239.0,10.0,866.0,1.0
2023-06-17 01:04:00,75.0,86.78,74.58,73.93,3.0,80.0,65.0,7.0,53.0,11.0,867.0,1.0
2023-06-17 02:00:00,75.0,87.79,74.51,73.93,3.0,77.0,65.0,7.0,93.0,11.0,868.0,1.0
2023-06-17 02:58:00,75.0,88.97,74.51,73.93,3.0,74.0,65.0,7.0,135.0,11.0,869.0,1.0
2023-06-17 03:54:00,75.0,90.59,74.51,74.01,4.0,72.0,65.0,7.0,169.0,11.0,870.0,1.0
2023-06-17 04:56:00,75.0,92.56,74.51,73.93,6.0,71.0,63.0,7.0,199.0,11.0,871.0,1.0
2023-06-17 05:55:00,75.0,94.42,74.51,73.93,8.0,69.0,63.0,7.0,219.0,11.0,872.0,1.0
2023-06-17 07:12:00,75.0,97.14,74.64,73.91,8.0,68.0,63.0,7.0,245.0,11.0,873.0,1.0
2023-06-17 08:00:00,75.0,98.62,74.98,73.89,12.0,67.0,63.0,7.0,261.0,11.0,874.0,1.0
2023-06-18 09:10:00,74.0,82.68,74.45,73.12,8.0,127.0,7.0,13.0,11.0,11.0,875.0,1.0
2023-06-18 10:29:00,74.0,82.78,74.51,73.66,8.0,124.0,7.0,13.0,11.0,11.0,876.0,1.0
2023-06-18 11:00:00,75.0,82.82,74.44,73.71,8.0,123.0,7.0,13.0,11.0,11.0,877.0,1.0
2023-06-18 12:08:00,75.0,83.07,74.5,73.83,8.0,121.0,47.0,13.0,11.0,11.0,878.0,1.0
2023-06-18 13:00:00,76.0,83.02,74.45,73.83,8.0,118.0,53.0,13.0,27.0,11.0,879.0,1.0
2023-06-18 14:00:00,76.0,83.07,74.51,73.82,8.0,116.0,53.0,13.0,54.0,11.0,880.0,1.0
2023-06-18 15:12:00,76.0,83.29,74.51,73.9,6.0,113.0,55.0,13.0,89.0,11.0,881.0,1.0
2023-06-18 16:02:00,76.0,83.41,74.48,73.85,6.0,113.0,55.0,13.0,112.0,11.0,882.0,1.0
2023-06-18 16:56:00,76.0,83.48,74.51,73.95,6.0,109.0,55.0,13.0,135.0,11.0,883.0,1.0
2023-06-18 18:57:00,76.0,83.75,74.51,73.95,7.0,105.0,55.0,13.0,149.0,46.0,884.0,1.0
2023-06-18 21:02:00,76.0,83.97,74.51,73.98,8.0,101.0,55.0,13.0,149.0,115.0,885.0,1.0
2023-06-18 23:00:00,76.0,84.3,74.51,73.92,7.0,97.0,55.0,13.0,149.0,138.0,886.0,1.0
2023-06-19 00:06:00,76.0,84.52,74.51,73.98,4.0,95.0,55.0,13.0,163.0,157.0,887.0,1.0
2023-06-19 00:57:00,76.0,84.78,74.51,73.93,3.0,92.0,55.0,13.0,191.0,157.0,888.0,1.0
2023-06-19 01:59:00,76.0,85.33,74.51,74.05,3.0,89.0,55.0,13.0,239.0,157.0,889.0,1.0
2023-06-19 02:57:00,76.0,85.82,74.59,74.02,3.0,85.0,55.0,13.0,285.0,157.0,890.0,1.0
2023-06-19 03:55:00,76.0,86.2,74.51,74.06,3.0,83.0,55.0,13.0,17.0,157.0,891.0,1.0
2023-06-19 04:55:00,76.0,86.74,74.58,74.06,4.0,79.0,55.0,13.0,57.0,157.0,892.0,1.0
2023-06-19 05:55:00,76.0,87.55,74.51,73.93,4.0,77.0,55.0,13.0,91.0,157.0,893.0,1.0
2023-06-19 06:57:00,76.0,88.63,74.59,73.93,5.0,74.0,55.0,13.0,125.0,157.0,894.0,1.0
2023-06-19 07:58:00,76.0,90.11,74.51,73.84,5.0,72.0,55.0,13.0,162.0,157.0,895.0,1.0
2023-06-19 09:00:00,76.0,92.09,74.52,73.81,5.0,70.0,55.0,13.0,195.0,157.0,896.0,1.0
2023-06-19 11:00:00,76.0,97.59,74.71,73.85,6.0,67.0,55.0,13.0,251.0,157.0,897.0,1.0
2023-06-19 12:00:00,76.0,99.65,75.84,73.93,6.0,66.0,55.0,13.0,273.0,157.0,898.0,1.0
2023-06-20 17:03:00,74.0,82.61,74.11,73.34,8.0,123.0,19.0,31.0,11.0,155.0,899.0,1.0
2023-06-20 17:10:00,74.0,82.61,74.18,73.33,8.0,122.0,21.0,31.0,11.0,155.0,900.0,1.0
2023-06-20 17:58:00,74.0,82.68,74.24,73.47,8.0,121.0,37.0,31.0,11.0,155.0,901.0,1.0
2023-06-20 19:10:00,74.0,82.85,74.24,73.61,8.0,119.0,63.0,31.0,11.0,154.0,902.0,1.0
2023-06-20 20:13:00,74.0,82.91,74.24,73.66,8.0,118.0,63.0,31.0,29.0,154.0,903.0,1.0
2023-06-20 21:00:00,74.0,82.92,74.24,73.31,8.0,118.0,63.0,31.0,43.0,154.0,904.0,1.0
2023-06-20 21:55:00,75.0,83.01,74.24,73.65,6.0,116.0,63.0,31.0,63.0,155.0,905.0,1.0
2023-06-20 22:58:00,75.0,83.1,74.24,73.65,6.0,114.0,63.0,31.0,85.0,155.0,906.0,1.0
2023-06-21 00:08:00,75.0,83.27,74.24,73.66,6.0,112.0,63.0,31.0,113.0,155.0,907.0,1.0
2023-06-21 01:00:00,75.0,83.36,74.3,73.33,6.0,110.0,63.0,31.0,133.0,157.0,908.0,1.0
2023-06-21 02:00:00,75.0,83.54,74.3,73.72,6.0,108.0,63.0,31.0,133.0,181.0,909.0,1.0
2023-06-21 03:00:00,75.0,83.76,74.31,73.72,6.0,105.0,63.0,31.0,133.0,210.0,910.0,1.0
2023-06-21 04:00:00,75.0,83.91,74.31,73.72,6.0,104.0,63.0,31.0,133.0,230.0,911.0,1.0
2023-06-21 05:00:00,75.0,84.08,74.3,73.72,6.0,102.0,63.0,31.0,133.0,260.0,912.0,1.0
2023-06-21 06:00:00,75.0,84.28,74.3,73.79,5.0,100.0,63.0,31.0,133.0,282.0,913.0,1.0
2023-06-21 07:00:00,75.0,84.65,74.5,73.9,3.0,96.0,63.0,31.0,167.0,159.0,914.0,1.0
2023-06-21 08:00:00,75.0,84.77,74.36,73.69,3.0,92.0,63.0,31.0,209.0,10.0,915.0,1.0
2023-06-21 10:00:00,76.0,85.58,74.36,73.75,3.0,86.0,63.0,31.0,279.0,10.0,916.0,1.0
2023-06-21 12:00:00,75.0,86.44,74.37,73.73,4.0,82.0,63.0,31.0,43.0,10.0,917.0,1.0
2023-06-21 14:00:00,75.0,88.81,74.5,73.75,3.0,76.0,63.0,31.0,127.0,10.0,918.0,1.0
2023-06-21 16:00:00,75.0,93.21,74.5,73.75,4.0,73.0,63.0,31.0,203.0,10.0,919.0,1.0
2023-06-21 17:00:00,75.0,95.89,74.63,73.76,5.0,71.0,63.0,31.0,233.0,10.0,920.0,1.0
2023-06-21 17:57:00,75.0,98.37,74.97,73.77,8.0,69.0,63.0,31.0,254.0,11.0,921.0,1.0
2023-06-22 20:01:00,73.0,82.86,74.43,73.58,8.0,124.0,7.0,53.0,11.0,11.0,922.0,1.0
2023-06-22 21:00:00,74.0,82.94,74.49,73.85,8.0,123.0,25.0,53.0,11.0,11.0,923.0,1.0
2023-06-22 22:17:00,74.0,83.11,74.49,73.99,8.0,121.0,49.0,53.0,11.0,11.0,924.0,1.0
2023-06-22 23:17:00,74.0,83.16,74.49,74.01,8.0,118.3,67.0,53.0,11.0,11.0,925.0,1.0
2023-06-23 00:00:00,74.0,83.27,74.49,74.06,8.0,117.0,67.0,53.0,25.0,11.0,926.0,1.0
2023-06-23 01:03:00,74.0,83.34,74.49,74.06,8.0,115.0,67.0,53.0,49.0,11.0,927.0,1.0
2023-06-23 02:02:00,74.0,83.43,74.49,74.14,8.0,113.0,67.0,53.0,67.0,11.0,928.0,1.0
2023-06-23 03:00:00,76.0,83.53,74.49,74.08,8.0,111.0,67.0,53.0,89.0,11.0,929.0,1.0
2023-06-23 04:02:00,76.0,83.6,74.49,74.02,8.0,110.0,67.0,53.0,109.0,11.0,930.0,1.0
2023-06-23 05:05:00,76.0,83.63,74.49,74.07,8.0,108.0,67.0,53.0,131.0,11.0,931.0,1.0
2023-06-23 06:00:00,76.0,83.83,74.48,74.07,8.0,106.0,67.0,53.0,149.0,11.0,932.0,1.0
2023-06-23 07:00:00,76.0,83.92,74.49,74.12,8.0,104.0,67.0,53.0,149.0,30.0,933.0,1.0
2023-06-23 08:16:00,77.0,84.1,74.49,73.93,8.0,102.0,67.0,53.0,149.0,57.0,934.0,1.0
2023-06-23 10:06:00,77.0,84.31,74.48,73.98,7.0,99.0,67.0,53.0,152.0,99.0,935.0,1.0
2023-06-23 12:00:00,77.0,84.72,74.48,73.9,6.0,95.0,67.0,53.0,152.0,145.0,936.0,1.0
2023-06-23 14:15:00,77.0,85.54,74.61,74.01,3.0,88.0,69.0,53.0,242.0,147.0,937.0,1.0
2023-06-23 17:02:00,77.0,86.82,74.61,73.95,3.0,80.0,69.0,52.0,53.0,147.0,938.0,1.0
2023-06-23 19:02:00,77.0,89.58,74.7,74.01,3.0,74.0,69.0,52.0,139.0,147.0,939.0,1.0
2023-06-23 20:17:00,77.0,92.49,74.7,74.05,4.0,71.0,69.0,53.0,187.0,147.0,940.0,1.0
2023-06-23 20:59:00,77.0,93.85,74.63,74.06,6.0,70.0,69.0,53.0,203.0,147.0,941.0,1.0
2023-06-23 21:58:00,77.0,96.47,74.76,74.06,6.0,68.0,69.0,53.0,229.0,147.0,942.0,1.0
2023-06-23 23:02:00,77.0,99.04,75.27,74.13,8.0,66.0,67.0,53.0,253.0,147.0,943.0,1.0
2023-06-24 20:51:00,73.0,82.41,74.7,72.26,8.0,130.0,7.0,67.0,11.0,145.0,944.0,1.0
2023-06-24 21:59:00,73.0,82.41,74.49,73.21,8.0,129.0,7.0,67.0,11.0,145.0,945.0,1.0
2023-06-24 23:00:00,73.0,82.52,74.5,73.68,8.0,126.0,12.0,67.0,11.0,145.0,946.0,1.0
2023-06-25 00:00:00,73.0,82.62,74.5,73.68,8.0,125.0,29.0,67.0,11.0,145.0,947.0,1.0
2023-06-25 01:00:00,73.0,82.74,74.5,74.02,8.0,123.0,49.0,67.0,11.0,145.0,948.0,1.0
2023-06-25 02:00:00,73.0,82.9,74.49,74.08,8.0,121.0,69.0,67.0,11.0,145.0,949.0,1.0
2023-06-25 04:04:00,74.0,83.0,74.49,74.09,8.0,117.0,75.0,67.0,45.0,145.0,950.0,1.0
2023-06-25 06:00:00,74.0,83.16,74.49,74.33,8.0,114.0,75.0,67.0,85.0,145.0,951.0,1.0
2023-06-25 07:00:00,74.0,83.25,74.51,74.15,8.0,112.0,75.0,67.0,0.0,145.0,952.0,1.0
2023-06-25 08:00:00,76.0,83.41,74.56,74.11,7.0,110.0,75.0,67.0,127.0,145.0,953.0,1.0
2023-06-25 09:07:00,76.0,83.51,74.5,73.86,7.0,108.0,75.0,67.0,152.0,145.0,954.0,1.0
2023-06-25 11:05:00,76.0,83.72,74.56,73.94,6.0,104.0,75.0,67.0,152.0,191.0,955.0,1.0
2023-06-25 13:00:00,76.0,83.91,74.56,73.98,6.0,101.0,75.0,67.0,154.0,237.0,956.0,1.0
2023-06-25 14:00:00,76.0,84.07,74.56,73.94,3.0,99.0,75.0,67.0,156.0,263.0,957.0,1.0
2023-06-25 16:05:00,76.0,84.68,74.63,73.98,3.0,92.0,75.0,67.0,239.0,10.0,958.0,1.0
2023-06-25 18:03:00,76.0,85.41,74.5,74.04,3.0,86.0,75.0,67.0,277.0,10.0,959.0,1.0
2023-06-25 20:00:00,76.0,86.96,74.71,74.13,4.0,78.0,75.0,67.0,127.0,10.0,960.0,1.0
2023-06-25 22:01:00,76.0,88.54,74.57,74.08,6.0,73.0,75.0,67.0,187.0,10.0,961.0,1.0
2023-06-25 23:00:00,76.0,89.47,74.64,74.15,7.0,72.0,75.0,67.0,211.0,10.0,962.0,1.0
2023-06-25 00:00:00,76.0,90.77,74.63,74.08,6.0,71.0,75.0,67.0,237.0,10.0,963.0,1.0
2023-06-25 01:00:00,76.0,92.68,74.63,74.15,6.0,69.0,75.0,67.0,263.0,10.0,964.0,1.0
2023-06-25 02:00:00,76.0,95.23,74.7,74.09,8.0,68.0,75.0,67.0,189.0,10.0,965.0,1.0
2023-06-25 03:00:00,76.0,97.48,74.7,73.96,1.0,66.0,75.0,67.0,275.0,10.0,966.0,1.0
2023-06-26 04:00:00,75.0,82.79,74.51,73.2,8.0,127.0,17.0,91.0,11.0,10.0,967.0,1.0
2023-06-26 06:05:00,75.0,82.97,74.51,73.93,8.0,123.0,59.0,91.0,11.0,10.0,968.0,1.0
2023-06-26 07:01:00,75.0,83.07,74.51,73.92,6.0,123.0,75.0,91.0,13.1,10.0,969.0,1.0
2023-06-26 08:00:00,75.0,83.22,74.58,74.04,6.0,120.0,75.0,91.0,33.0,11.0,970.0,1.0
2023-06-26 09:19:00,75.0,83.52,74.64,74.0,3.0,115.0,75.0,91.0,79.0,11.0,971.0,1.0
2023-06-26 11:10:00,76.0,83.84,74.64,74.07,3.0,108.0,75.0,91.0,160.0,11.0,972.0,1.0
2023-06-26 12:02:00,76.0,84.06,74.64,73.97,3.0,104.0,75.0,91.0,199.0,11.0,973.0,1.0
2023-06-26 13:05:00,76.0,84.22,74.64,73.97,3.0,101.0,75.0,91.0,244.0,11.0,974.0,1.0
2023-06-26 14:05:00,76.0,84.44,74.64,73.96,5.0,97.0,77.0,91.0,281.0,11.0,975.0,1.0
2023-06-26 15:09:00,76.0,84.72,74.71,73.98,3.0,94.0,77.0,91.0,33.0,15.0,976.0,1.0
2023-06-26 15:54:00,76.0,85.06,74.61,73.97,3.0,91.0,77.0,91.0,65.0,15.0,977.0,1.0
2023-06-26 16:54:00,76.0,85.53,74.71,73.98,3.0,87.0,75.0,91.0,109.0,15.0,978.0,1.0
2023-06-26 19:00:00,76.0,86.86,74.64,74.0,3.0,79.0,75.0,91.0,203.0,15.0,979.0,1.0
2023-06-26 20:00:00,76.0,87.91,74.78,74.06,3.0,75.0,75.0,91.0,245.0,15.0,980.0,1.0
2023-06-26 21:00:00,76.0,89.88,74.72,74.01,0.0,75.0,75.0,91.0,179.0,15.0,981.0,1.0
2023-06-26 21:58:00,76.0,90.77,74.65,74.01,6.0,71.0,77.0,91.0,27.0,15.0,982.0,1.0
2023-06-26 22:54:00,76.0,92.49,74.65,74.01,6.0,70.0,77.0,91.0,55.0,15.0,983.0,1.0
2023-06-27 00:05:00,76.0,96.08,74.68,73.94,6.0,68.0,77.0,90.0,87.0,15.0,984.0,1.0
2023-06-27 00:43:00,76.0,98.88,74.99,74.08,1.0,67.0,77.0,90.0,105.0,14.0,985.0,1.0
2023-06-28 00:08:00,72.0,82.87,74.59,72.88,8.0,126.0,7.0,111.0,11.0,15.0,986.0,1.0
2023-06-28 02:05:00,72.0,83.04,74.52,73.9,8.0,123.0,25.0,111.0,11.0,15.0,987.0,1.0
2023-06-28 03:05:00,72.0,83.09,74.52,74.03,8.0,121.0,45.0,111.0,11.0,15.0,988.0,1.0
2023-06-28 03:57:00,72.0,83.06,74.51,74.09,8.0,120.0,61.0,111.0,11.0,15.0,989.0,1.0
2023-06-28 04:57:00,72.0,83.11,74.52,74.09,8.0,118.0,67.0,111.0,23.0,15.0,990.0,1.0
2023-06-28 06:58:00,72.0,83.39,74.65,74.14,6.0,115.0,67.0,111.0,63.0,15.0,991.0,1.0
2023-06-28 07:55:00,74.0,83.55,74.59,74.03,6.0,112.0,67.0,111.0,83.0,15.0,992.0,1.0
2023-06-28 09:00:00,75.0,83.82,74.64,74.1,3.0,107.0,67.0,111.0,105.2,15.0,993.0,1.0
2023-06-28 10:00:00,76.0,83.82,74.64,74.1,3.0,107.0,67.0,111.0,152.0,15.0,994.0,1.0
2023-06-28 11:02:00,76.0,84.03,74.58,74.06,3.0,103.0,67.0,111.0,193.0,15.0,995.0,1.0
2023-06-28 12:06:00,76.0,84.29,74.64,74.03,3.0,99.0,67.0,111.0,235.0,15.0,996.0,1.0
2023-06-28 13:01:00,77.0,84.64,74.63,74.03,3.0,96.0,67.0,111.0,14.0,15.0,997.0,1.0
2023-06-28 14:03:00,76.0,84.65,74.63,74.04,3.0,94.0,67.0,111.0,29.0,25.0,998.0,1.0
2023-06-28 15:37:00,76.0,85.19,74.63,74.05,3.0,89.0,67.0,111.0,91.0,25.0,999.0,1.0
2023-06-28 16:08:00,76.0,85.47,74.64,74.0,3.0,87.0,69.0,112.0,111.0,25.0,1000.0,1.0
2023-06-28 18:05:00,76.0,86.58,74.65,74.08,3.0,80.0,69.0,110.0,191.0,25.0,1001.0,1.0
2023-06-28 20:00:00,76.0,88.13,74.65,74.19,4.0,73.0,67.0,110.0,265.0,25.0,1002.0,1.0
2023-06-28 20:57:00,76.0,89.11,74.6,74.12,16.0,72.0,67.0,110.0,83.0,26.0,1003.0,1.0
2023-06-28 22:00:00,76.0,90.01,74.66,74.19,5.0,71.0,67.0,110.0,27.0,28.0,1004.0,1.0
2023-06-29 00:12:00,76.0,94.38,74.72,74.15,6.0,67.0,67.0,111.0,91.0,29.0,1005.0,1.0
2023-06-29 00:56:00,76.0,96.42,74.72,74.12,8.0,65.0,67.0,111.0,111.0,29.0,1006.0,1.0
2023-06-29 01:53:00,76.0,99.08,75.05,74.06,8.0,63.0,67.0,111.0,131.0,29.0,1007.0,1.0
2023-06-30 22:56:00,72.0,82.86,74.52,73.1,8.0,126.0,7.0,130.0,11.0,29.0,1008.0,1.0
2023-07-01 00:06:00,72.0,82.95,74.52,73.69,8.0,125.0,13.0,130.0,11.0,29.0,1009.0,1.0
2023-07-01 01:00:00,72.0,83.02,74.46,73.9,8.0,123.0,23.0,130.0,11.0,28.0,1010.0,1.0
2023-07-01 02:00:00,72.0,83.18,74.52,74.16,8.0,121.0,49.0,130.0,11.0,29.0,1011.0,1.0
2023-07-01 04:00:00,72.0,83.22,74.46,74.09,7.0,118.0,53.0,130.0,43.0,29.0,1012.0,1.0
2023-07-01 05:00:00,72.0,83.33,74.52,73.95,7.0,116.0,53.0,130.0,85.0,29.0,1013.0,1.0
2023-07-01 06:00:00,75.0,83.54,74.52,73.95,6.0,114.0,53.0,130.0,85.0,29.0,1014.0,1.0
2023-07-01 08:03:00,75.0,83.82,74.52,74.01,3.0,109.0,53.0,131.0,141.0,29.0,1015.0,1.0
2023-07-01 10:01:00,76.0,84.34,74.53,74.0,3.0,101.0,53.0,131.0,227.0,29.0,1016.0,1.0
2023-07-01 11:00:00,76.0,84.6,74.52,73.9,4.0,98.0,53.0,131.0,267.0,29.0,1017.0,1.0
2023-07-01 11:41:00,76.0,84.92,74.51,73.9,7.0,95.0,53.0,132.0,289.0,39.0,1018.0,1.0
2023-07-01 13:19:00,76.0,85.24,74.65,73.98,3.0,91.0,53.0,133.0,55.0,40.0,1019.0,1.0
2023-07-01 14:57:00,76.0,86.12,74.65,74.03,3.0,85.0,53.0,133.0,131.0,40.0,1020.0,1.0
2023-07-01 16:00:00,76.0,86.85,74.65,73.99,3.0,79.0,53.0,133.0,180.0,41.0,1021.0,1.0
2023-07-01 18:02:00,76.0,88.59,74.59,73.98,5.0,74.0,53.0,133.0,252.0,41.0,1022.0,1.0
2023-07-01 18:56:00,76.0,89.48,74.52,74.06,5.0,73.0,53.0,133.0,279.0,41.0,1023.0,1.0
2023-07-01 20:56:00,76.0,91.71,74.52,74.06,6.0,70.0,53.0,131.0,41.0,41.0,1024.0,1.0
2023-07-01 21:55:00,76.0,93.41,74.52,74.13,6.0,68.0,53.0,131.0,65.0,41.0,1025.0,1.0
2023-07-01 22:58:00,76.0,95.74,74.65,74.08,8.0,66.0,53.0,131.0,87.0,41.0,1026.0,1.0
2023-07-01 00:10:00,76.0,98.42,74.92,73.94,8.0,65.0,53.0,130.0,111.0,41.0,1027.0,1.0
2023-07-02 18:21:00,73.0,82.91,74.44,73.45,8.0,126.0,7.0,157.0,11.0,41.0,1028.0,1.0
2023-07-02 18:55:00,73.0,82.98,74.39,73.66,8.0,125.0,15.0,157.0,11.0,41.0,1029.0,1.0
2023-07-02 19:58:00,73.0,83.05,74.46,73.86,8.0,123.0,35.0,157.0,11.0,41.0,1030.0,1.0
2023-07-02 20:56:00,73.0,83.14,74.46,73.93,8.0,121.0,53.0,157.0,11.0,41.0,1031.0,1.0
2023-07-02 22:55:00,73.0,83.31,74.39,74.08,8.0,118.0,55.0,157.0,48.0,41.0,1032.0,1.0
2023-07-03 00:00:00,73.0,83.54,74.46,74.02,0.0,115.0,55.0,156.0,75.0,41.0,1033.0,1.0
2023-07-03 01:53:00,73.0,83.7,74.51,73.84,3.0,110.0,55.0,156.0,143.0,41.0,1034.0,1.0
2023-07-03 03:43:00,74.0,84.24,74.51,73.95,3.0,102.0,55.0,156.0,219.0,41.0,1035.0,1.0
2023-07-03 04:57:00,75.0,84.72,74.52,73.89,3.0,97.0,55.0,156.0,273.0,41.0,1036.0,1.0
2023-07-03 06:40:00,75.0,85.22,74.52,74.02,3.0,92.0,55.0,156.0,53.0,41.0,1037.0,1.0
2023-07-03 08:25:00,75.0,86.12,74.52,73.94,3.0,86.0,55.0,157.0,131.0,41.0,1038.0,1.0
2023-07-03 09:56:00,75.0,86.79,74.52,73.88,3.0,82.0,55.0,157.0,181.0,41.0,1039.0,1.0
2023-07-03 11:02:00,75.0,88.23,74.59,73.9,4.0,77.0,55.0,157.0,237.0,41.0,1040.0,1.0
2023-07-03 13:04:00,75.0,90.54,75.45,74.03,4.0,74.0,55.0,156.0,11.0,41.0,1041.0,1.0
2023-07-03 15:05:00,75.0,93.2,74.54,73.86,5.0,70.0,55.0,157.0,61.0,41.0,1042.0,1.0
2023-07-03 16:04:00,75.0,95.77,74.66,73.89,6.0,68.0,55.0,157.0,87.0,41.0,1043.0,1.0
2023-07-03 16:59:00,75.0,98.28,74.99,73.9,8.0,67.0,55.0,157.0,107.0,41.0,1044.0,1.0
2023-07-03 17:55:00,75.0,100.16,82.98,73.92,1.0,65.0,95.0,157.0,121.0,41.0,1045.0,1.0
2023-07-04 20:29:00,72.0,82.87,74.59,73.67,8.0,125.0,23.0,180.0,11.0,41.0,1046.0,1.0
2023-07-04 20:57:00,72.0,82.87,74.52,73.8,8.0,124.0,33.0,180.0,11.0,41.0,1047.0,1.0
2023-07-04 21:58:00,72.0,82.93,74.52,73.93,8.0,122.0,55.0,181.0,11.0,41.0,1048.0,1.0
2023-07-04 22:53:00,73.0,83.04,74.52,73.96,8.0,121.0,63.0,181.0,23.0,41.0,1049.0,1.0
2023-07-05 00:01:00,73.0,83.15,74.59,73.86,6.0,118.0,63.0,181.0,49.0,41.0,1050.0,1.0
2023-07-05 01:58:00,73.0,83.42,74.59,74.06,6.0,112.0,63.0,181.0,109.0,41.0,1051.0,1.0
2023-07-05 03:58:00,73.0,83.8,74.59,73.93,3.0,104.0,63.0,181.0,199.0,41.0,1052.0,1.0
2023-07-05 05:03:00,73.0,84.07,74.59,74.06,3.0,101.0,63.0,181.0,247.0,41.0,1053.0,1.0
2023-07-05 05:57:00,73.0,84.33,74.59,74.06,3.0,97.0,63.0,180.0,287.0,41.0,1054.0,1.0
2023-07-05 08:33:00,75.0,85.12,74.65,73.91,3.0,89.0,63.0,181.0,95.0,47.0,1055.0,1.0
2023-07-05 10:00:00,75.0,85.94,74.65,74.02,3.0,83.0,63.0,181.0,162.0,47.0,1056.0,1.0
2023-07-05 12:25:00,75.0,88.47,74.72,74.03,3.0,73.0,63.0,180.0,275.0,47.0,1057.0,1.0
2023-07-05 14:08:00,74.0,90.36,74.65,74.01,5.0,71.0,63.0,180.0,37.0,47.0,1058.0,1.0
2023-07-05 15:00:00,74.0,92.6,74.72,74.0,4.0,68.0,63.0,182.0,69.0,47.0,1059.0,1.0
2023-07-05 16:00:00,74.0,95.79,74.72,73.94,5.0,67.0,63.0,182.0,101.0,47.0,1060.0,1.0
2023-07-05 17:00:00,74.0,99.13,75.32,73.94,1.0,65.0,63.0,182.0,131.0,47.0,1061.0,1.0
2023-07-06 17:54:00,72.0,83.06,74.52,73.54,8.0,122.0,7.0,15.0,11.0,47.0,1062.0,1.0
2023-07-06 19:53:00,72.0,83.17,74.51,73.92,8.0,119.0,20.0,15.0,11.0,47.0,1063.0,1.0
2023-07-06 21:00:00,72.0,83.26,74.51,74.13,8.0,117.0,22.0,15.0,31.0,47.0,1064.0,1.0
2023-07-06 23:00:00,72.0,83.42,74.5,74.07,5.0,113.0,23.0,15.0,73.0,47.0,1065.0,1.0
2023-07-06 23:56:00,72.0,83.54,74.58,74.21,5.0,113.0,23.0,15.0,99.0,46.0,1066.0,1.0
2023-07-07 01:57:00,72.0,83.86,74.58,74.08,5.0,106.0,23.0,15.0,153.0,47.0,1067.0,1.0
2023-07-07 04:00:00,73.0,84.49,74.71,74.08,3.0,98.0,23.0,15.0,245.0,47.0,1068.0,1.0
2023-07-07 05:00:00,73.0,84.83,74.61,74.08,8.0,94.0,23.0,15.0,283.0,47.0,1069.0,1.0
