时间,time_delta_hours,time_diff_hours,取样结果_TFE
2023-06-04 20:00:00,736.0,1.0,99.99
2023-06-04 22:04:00,737.0,1.0,99.988
2023-06-05 00:13:00,738.0,1.0,99.992
2023-06-05 01:00:00,739.0,1.0,99.994
2023-06-05 02:00:00,740.0,1.0,99.995
2023-06-06 14:00:00,741.0,1.0,79.478
2023-06-06 15:15:00,742.0,1.0,90.694
2023-06-06 16:05:00,743.0,1.0,95.985
2023-06-06 16:56:00,744.0,1.0,98.327
2023-06-06 19:01:00,745.0,1.0,99.461
2023-06-06 20:57:00,746.0,1.0,99.898
2023-06-06 23:00:00,747.0,1.0,99.979
2023-06-07 00:00:00,748.0,1.0,99.988
2023-06-07 01:00:00,749.0,1.0,99.992
2023-06-07 02:00:00,750.0,1.0,99.994
2023-06-07 03:00:00,751.0,1.0,99.997
2023-06-07 04:00:00,752.0,1.0,99.998
2023-06-07 05:00:00,753.0,1.0,99.997
2023-06-07 06:00:00,754.0,1.0,99.997
2023-06-07 07:00:00,755.0,1.0,99.997
2023-06-07 08:27:00,756.0,1.0,99.994
2023-06-07 09:05:00,757.0,1.0,99.991
2023-06-07 11:00:00,758.0,1.0,99.997
2023-06-07 13:01:00,759.0,1.0,99.984
2023-06-07 14:05:00,760.0,1.0,99.99
2023-06-07 16:05:00,761.0,1.0,99.993
2023-06-07 16:57:00,762.0,1.0,99.989
2023-06-07 17:59:00,763.0,1.0,99.992
2023-06-07 18:57:00,764.0,1.0,99.991
2023-06-07 19:58:00,765.0,1.0,99.988
2023-06-07 20:54:00,766.0,1.0,99.991
2023-06-08 06:00:00,767.0,1.0,86.79
2023-06-08 08:05:00,768.0,1.0,97.506
2023-06-08 09:06:00,769.0,1.0,99.052
2023-06-08 10:07:00,770.0,1.0,99.766
2023-06-08 13:00:00,771.0,1.0,99.968
2023-06-08 14:03:00,772.0,1.0,99.991
2023-06-08 15:58:00,773.0,1.0,99.997
2023-06-08 16:58:00,774.0,1.0,99.997
2023-06-08 17:55:00,775.0,1.0,99.996
2023-06-08 18:59:00,776.0,1.0,99.998
2023-06-08 19:56:00,777.0,1.0,99.996
2023-06-08 20:57:00,778.0,1.0,99.997
2023-06-08 21:55:00,779.0,1.0,99.995
2023-06-08 22:56:00,780.0,1.0,99.942
2023-06-09 01:00:00,781.0,1.0,99.993
2023-06-09 02:00:00,782.0,1.0,99.989
2023-06-09 03:00:00,783.0,1.0,99.99
2023-06-09 05:00:00,784.0,1.0,99.993
2023-06-09 06:00:00,785.0,1.0,99.99
2023-06-09 07:00:00,786.0,1.0,99.991
2023-06-10 23:02:00,787.0,1.0,91.0
2023-06-11 00:00:00,788.0,1.0,96.745
2023-06-11 01:00:00,789.0,1.0,98.143
2023-06-11 03:00:00,790.0,1.0,99.619
2023-06-11 04:00:00,791.0,1.0,99.863
2023-06-11 06:00:00,792.0,1.0,99.963
2023-06-11 07:00:00,793.0,1.0,99.984
2023-06-11 08:00:00,794.0,1.0,99.995
2023-06-11 10:00:00,795.0,1.0,99.999
2023-06-11 12:00:00,796.0,1.0,100.0
2023-06-11 12:57:00,797.0,1.0,99.997
2023-06-11 13:30:00,798.0,1.0,99.999
2023-06-11 15:00:00,799.0,1.0,99.996
2023-06-11 16:02:00,800.0,1.0,99.92
2023-06-11 17:56:00,801.0,1.0,99.995
2023-06-11 18:55:00,802.0,1.0,99.989
2023-06-11 19:57:00,803.0,1.0,99.99
2023-06-11 20:55:00,804.0,1.0,99.994
2023-06-11 21:57:00,805.0,1.0,99.994
2023-06-11 22:57:00,806.0,1.0,99.994
2023-06-11 00:00:00,807.0,1.0,99.993
2023-06-11 00:48:00,808.0,1.0,99.991
2023-06-12 16:00:00,809.0,1.0,54.538
2023-06-12 18:00:00,810.0,1.0,80.64
2023-06-12 19:00:00,811.0,1.0,92.46
2023-06-12 21:00:00,812.0,1.0,98.12
2023-06-12 23:00:00,813.0,1.0,99.54
2023-06-13 00:00:00,814.0,1.0,99.83
2023-06-13 01:57:00,815.0,1.0,99.958
2023-06-13 03:59:00,816.0,1.0,99.987
2023-06-13 06:03:00,817.0,1.0,99.995
2023-06-13 07:00:00,818.0,1.0,99.993
2023-06-13 08:00:00,819.0,1.0,99.992
2023-06-13 09:06:00,820.0,1.0,99.995
2023-06-13 10:03:00,821.0,1.0,99.998
2023-06-13 11:00:00,822.0,1.0,99.999
2023-06-13 13:01:00,823.0,1.0,99.997
2023-06-13 14:02:00,824.0,1.0,99.991
2023-06-13 15:00:00,825.0,1.0,99.986
2023-06-13 16:00:00,826.0,1.0,99.993
2023-06-13 17:00:00,827.0,1.0,99.996
2023-06-13 18:00:00,828.0,1.0,99.995
2023-06-13 19:00:00,829.0,1.0,99.996
2023-06-13 20:00:00,830.0,1.0,99.998
2023-06-13 21:00:00,831.0,1.0,99.992
2023-06-13 23:00:00,832.0,1.0,99.988
2023-06-13 01:14:00,833.0,1.0,99.992
2023-06-13 01:37:00,834.0,1.0,99.991
2023-06-14 10:00:00,835.0,1.0,88.723
2023-06-14 11:00:00,836.0,1.0,96.479
2023-06-14 12:15:00,837.0,1.0,98.611
2023-06-14 13:07:00,838.0,1.0,99.324
2023-06-14 14:03:00,839.0,1.0,99.911
2023-06-14 16:00:00,840.0,1.0,99.98
2023-06-14 17:00:00,841.0,1.0,99.992
2023-06-14 19:00:00,842.0,1.0,99.997
2023-06-14 20:00:00,843.0,1.0,99.998
2023-06-14 22:00:00,844.0,1.0,99.998
2023-06-14 23:00:00,845.0,1.0,99.998
2023-06-15 00:03:00,846.0,1.0,99.994
2023-06-15 00:58:00,847.0,1.0,99.951
2023-06-15 02:00:00,848.0,1.0,99.985
2023-06-15 04:57:00,849.0,1.0,99.989
2023-06-15 07:00:00,850.0,1.0,99.983
2023-06-15 08:12:00,851.0,1.0,99.986
2023-06-15 10:05:00,852.0,1.0,99.995
2023-06-15 11:00:00,853.0,1.0,99.991
2023-06-16 04:55:00,854.0,1.0,89.511
2023-06-16 07:00:00,855.0,1.0,97.603
2023-06-16 08:09:00,856.0,1.0,99.47
2023-06-16 10:00:00,857.0,1.0,99.89
2023-06-16 12:10:00,858.0,1.0,99.988
2023-06-16 13:10:00,859.0,1.0,99.99
2023-06-16 14:10:00,860.0,1.0,99.997
2023-06-16 15:00:00,861.0,1.0,99.998
2023-06-16 16:00:00,862.0,1.0,99.999
2023-06-16 17:01:00,863.0,1.0,99.994
2023-06-16 20:02:00,864.0,1.0,99.997
2023-06-16 20:58:00,865.0,1.0,99.979
2023-06-16 22:10:00,866.0,1.0,99.989
2023-06-17 01:04:00,867.0,1.0,99.997
2023-06-17 02:00:00,868.0,1.0,99.992
2023-06-17 02:58:00,869.0,1.0,99.989
2023-06-17 03:54:00,870.0,1.0,99.989
2023-06-17 04:56:00,871.0,1.0,99.994
2023-06-17 05:55:00,872.0,1.0,99.995
2023-06-17 07:12:00,873.0,1.0,99.996
2023-06-17 08:00:00,874.0,1.0,99.98
2023-06-18 09:10:00,875.0,1.0,85.27
2023-06-18 10:29:00,876.0,1.0,93.62
2023-06-18 11:00:00,877.0,1.0,96.769
2023-06-18 12:08:00,878.0,1.0,98.83
2023-06-18 13:00:00,879.0,1.0,99.64
2023-06-18 14:00:00,880.0,1.0,99.89
2023-06-18 15:12:00,881.0,1.0,99.96
2023-06-18 16:02:00,882.0,1.0,99.989
2023-06-18 16:56:00,883.0,1.0,99.995
2023-06-18 18:57:00,884.0,1.0,99.996
2023-06-18 21:02:00,885.0,1.0,99.998
2023-06-18 23:00:00,886.0,1.0,100.0
2023-06-19 00:06:00,887.0,1.0,100.0
2023-06-19 00:57:00,888.0,1.0,99.998
2023-06-19 01:59:00,889.0,1.0,99.995
2023-06-19 02:57:00,890.0,1.0,99.93
2023-06-19 03:55:00,891.0,1.0,99.99
2023-06-19 04:55:00,892.0,1.0,99.99
2023-06-19 05:55:00,893.0,1.0,99.995
2023-06-19 06:57:00,894.0,1.0,99.995
2023-06-19 07:58:00,895.0,1.0,99.994
2023-06-19 09:00:00,896.0,1.0,99.994
2023-06-19 11:00:00,897.0,1.0,99.991
2023-06-19 12:00:00,898.0,1.0,99.993
2023-06-20 17:03:00,899.0,1.0,89.059
2023-06-20 17:10:00,900.0,1.0,95.176
2023-06-20 17:58:00,901.0,1.0,97.848
2023-06-20 19:10:00,902.0,1.0,99.115
2023-06-20 20:13:00,903.0,1.0,99.668
2023-06-20 21:00:00,904.0,1.0,99.853
2023-06-20 21:55:00,905.0,1.0,99.939
2023-06-20 22:58:00,906.0,1.0,99.966
2023-06-21 00:08:00,907.0,1.0,99.987
2023-06-21 01:00:00,908.0,1.0,99.995
2023-06-21 02:00:00,909.0,1.0,99.995
2023-06-21 03:00:00,910.0,1.0,99.998
2023-06-21 04:00:00,911.0,1.0,99.99
2023-06-21 05:00:00,912.0,1.0,99.999
2023-06-21 06:00:00,913.0,1.0,99.998
2023-06-21 07:00:00,914.0,1.0,99.986
2023-06-21 08:00:00,915.0,1.0,99.955
2023-06-21 10:00:00,916.0,1.0,99.978
2023-06-21 12:00:00,917.0,1.0,99.995
2023-06-21 14:00:00,918.0,1.0,99.983
2023-06-21 16:00:00,919.0,1.0,99.99
2023-06-21 17:00:00,920.0,1.0,99.983
2023-06-21 17:57:00,921.0,1.0,99.988
2023-06-22 20:01:00,922.0,1.0,90.081
2023-06-22 21:00:00,923.0,1.0,95.143
2023-06-22 22:17:00,924.0,1.0,98.149
2023-06-22 23:17:00,925.0,1.0,99.092
2023-06-23 00:00:00,926.0,1.0,99.568
2023-06-23 01:03:00,927.0,1.0,99.805
2023-06-23 02:02:00,928.0,1.0,99.918
2023-06-23 03:00:00,929.0,1.0,99.961
2023-06-23 04:02:00,930.0,1.0,99.985
2023-06-23 05:05:00,931.0,1.0,99.989
2023-06-23 06:00:00,932.0,1.0,99.996
2023-06-23 07:00:00,933.0,1.0,99.997
2023-06-23 08:16:00,934.0,1.0,100.0
2023-06-23 10:06:00,935.0,1.0,100.0
2023-06-23 12:00:00,936.0,1.0,99.999
2023-06-23 14:15:00,937.0,1.0,99.966
2023-06-23 17:02:00,938.0,1.0,99.996
2023-06-23 19:02:00,939.0,1.0,99.989
2023-06-23 20:17:00,940.0,1.0,99.989
2023-06-23 20:59:00,941.0,1.0,99.994
2023-06-23 21:58:00,942.0,1.0,99.993
2023-06-23 23:02:00,943.0,1.0,99.993
2023-06-24 20:51:00,944.0,1.0,66.921
2023-06-24 21:59:00,945.0,1.0,80.039
2023-06-24 23:00:00,946.0,1.0,91.426
2023-06-25 00:00:00,947.0,1.0,95.457
2023-06-25 01:00:00,948.0,1.0,97.422
2023-06-25 02:00:00,949.0,1.0,99.071
2023-06-25 04:04:00,950.0,1.0,99.796
2023-06-25 06:00:00,951.0,1.0,99.953
2023-06-25 07:00:00,952.0,1.0,99.978
2023-06-25 08:00:00,953.0,1.0,99.988
2023-06-25 09:07:00,954.0,1.0,99.996
2023-06-25 11:05:00,955.0,1.0,99.998
2023-06-25 13:00:00,956.0,1.0,100.0
2023-06-25 14:00:00,957.0,1.0,99.997
2023-06-25 16:05:00,958.0,1.0,99.963
2023-06-25 18:03:00,959.0,1.0,99.997
2023-06-25 20:00:00,960.0,1.0,99.99
2023-06-25 22:01:00,961.0,1.0,99.994
2023-06-25 23:00:00,962.0,1.0,99.997
2023-06-25 00:00:00,963.0,1.0,99.994
2023-06-25 01:00:00,964.0,1.0,99.995
2023-06-25 02:00:00,965.0,1.0,99.995
2023-06-25 03:00:00,966.0,1.0,99.994
2023-06-26 04:00:00,967.0,1.0,87.594
2023-06-26 06:05:00,968.0,1.0,96.947
2023-06-26 07:01:00,969.0,1.0,98.465
2023-06-26 08:00:00,970.0,1.0,99.39
2023-06-26 09:19:00,971.0,1.0,99.89
2023-06-26 11:10:00,972.0,1.0,99.986
2023-06-26 12:02:00,973.0,1.0,99.992
2023-06-26 13:05:00,974.0,1.0,99.994
2023-06-26 14:05:00,975.0,1.0,99.99
2023-06-26 15:09:00,976.0,1.0,99.994
2023-06-26 15:54:00,977.0,1.0,99.99
2023-06-26 16:54:00,978.0,1.0,99.99
2023-06-26 19:00:00,979.0,1.0,99.989
2023-06-26 20:00:00,980.0,1.0,99.988
2023-06-26 21:00:00,981.0,1.0,99.982
2023-06-26 21:58:00,982.0,1.0,99.995
2023-06-26 22:54:00,983.0,1.0,99.995
2023-06-27 00:05:00,984.0,1.0,99.993
2023-06-27 00:43:00,985.0,1.0,99.993
2023-06-28 00:08:00,986.0,1.0,78.497
2023-06-28 02:05:00,987.0,1.0,94.327
2023-06-28 03:05:00,988.0,1.0,97.762
2023-06-28 03:57:00,989.0,1.0,98.948
2023-06-28 04:57:00,990.0,1.0,99.501
2023-06-28 06:58:00,991.0,1.0,99.885
2023-06-28 07:55:00,992.0,1.0,99.956
2023-06-28 09:00:00,993.0,1.0,99.98
2023-06-28 10:00:00,994.0,1.0,99.99
2023-06-28 11:02:00,995.0,1.0,99.995
2023-06-28 12:06:00,996.0,1.0,99.968
2023-06-28 13:01:00,997.0,1.0,99.993
2023-06-28 14:03:00,998.0,1.0,99.966
2023-06-28 15:37:00,999.0,1.0,99.991
2023-06-28 16:08:00,1000.0,1.0,99.981
2023-06-28 18:05:00,1001.0,1.0,99.989
2023-06-28 20:00:00,1002.0,1.0,99.992
2023-06-28 20:57:00,1003.0,1.0,99.987
2023-06-28 22:00:00,1004.0,1.0,99.987
2023-06-29 00:12:00,1005.0,1.0,99.993
2023-06-29 00:56:00,1006.0,1.0,99.993
2023-06-29 01:53:00,1007.0,1.0,99.994
2023-06-30 22:56:00,1008.0,1.0,82.637
2023-07-01 00:06:00,1009.0,1.0,91.54
2023-07-01 01:00:00,1010.0,1.0,95.66
2023-07-01 02:00:00,1011.0,1.0,98.13
2023-07-01 04:00:00,1012.0,1.0,99.58
2023-07-01 05:00:00,1013.0,1.0,99.83
2023-07-01 06:00:00,1014.0,1.0,99.96
2023-07-01 08:03:00,1015.0,1.0,99.993
2023-07-01 10:01:00,1016.0,1.0,99.993
2023-07-01 11:00:00,1017.0,1.0,99.955
2023-07-01 11:41:00,1018.0,1.0,99.993
2023-07-01 13:19:00,1019.0,1.0,99.996
2023-07-01 14:57:00,1020.0,1.0,99.992
2023-07-01 16:00:00,1021.0,1.0,99.992
2023-07-01 18:02:00,1022.0,1.0,99.994
2023-07-01 18:56:00,1023.0,1.0,99.995
2023-07-01 20:56:00,1024.0,1.0,99.995
2023-07-01 21:55:00,1025.0,1.0,99.993
2023-07-01 22:58:00,1026.0,1.0,99.993
2023-07-01 00:10:00,1027.0,1.0,99.993
2023-07-02 18:21:00,1028.0,1.0,88.987
2023-07-02 18:55:00,1029.0,1.0,94.793
2023-07-02 19:58:00,1030.0,1.0,97.859
2023-07-02 20:56:00,1031.0,1.0,98.936
2023-07-02 22:55:00,1032.0,1.0,99.755
2023-07-03 00:00:00,1033.0,1.0,99.932
2023-07-03 01:53:00,1034.0,1.0,99.987
2023-07-03 03:43:00,1035.0,1.0,99.993
2023-07-03 04:57:00,1036.0,1.0,99.99
2023-07-03 06:40:00,1037.0,1.0,99.993
2023-07-03 08:25:00,1038.0,1.0,99.989
2023-07-03 09:56:00,1039.0,1.0,99.986
2023-07-03 11:02:00,1040.0,1.0,99.989
2023-07-03 13:04:00,1041.0,1.0,99.993
2023-07-03 15:05:00,1042.0,1.0,99.99
2023-07-03 16:04:00,1043.0,1.0,99.988
2023-07-03 16:59:00,1044.0,1.0,99.991
2023-07-03 17:55:00,1045.0,1.0,99.992
2023-07-04 20:29:00,1046.0,1.0,89.74
2023-07-04 20:57:00,1047.0,1.0,96.4
2023-07-04 21:58:00,1048.0,1.0,98.55
2023-07-04 22:53:00,1049.0,1.0,99.43
2023-07-05 00:01:00,1050.0,1.0,99.79
2023-07-05 01:58:00,1051.0,1.0,99.975
2023-07-05 03:58:00,1052.0,1.0,99.994
2023-07-05 05:03:00,1053.0,1.0,99.931
2023-07-05 05:57:00,1054.0,1.0,99.994
2023-07-05 08:33:00,1055.0,1.0,99.993
2023-07-05 10:00:00,1056.0,1.0,99.992
2023-07-05 12:25:00,1057.0,1.0,99.994
2023-07-05 14:08:00,1058.0,1.0,99.995
2023-07-05 15:00:00,1059.0,1.0,99.99
2023-07-05 16:00:00,1060.0,1.0,99.989
2023-07-05 17:00:00,1061.0,1.0,99.989
2023-07-06 17:54:00,1062.0,1.0,91.7
2023-07-06 19:53:00,1063.0,1.0,98.14
2023-07-06 21:00:00,1064.0,1.0,99.49
2023-07-06 23:00:00,1065.0,1.0,99.87
2023-07-06 23:56:00,1066.0,1.0,99.964
2023-07-07 01:57:00,1067.0,1.0,99.99
2023-07-07 04:00:00,1068.0,1.0,99.992
2023-07-07 05:00:00,1069.0,1.0,99.972
2023-07-07 06:00:00,1070.0,1.0,99.997
2023-07-07 08:01:00,1071.0,1.0,99.986
2023-07-07 09:07:00,1072.0,1.0,99.986
2023-07-07 11:01:00,1073.0,1.0,99.983
2023-07-07 12:36:00,1074.0,1.0,99.989
2023-07-07 14:30:00,1075.0,1.0,99.989
2023-07-07 17:00:00,1076.0,1.0,99.982
2023-07-07 18:00:00,1077.0,1.0,99.965
2023-07-08 12:00:00,1078.0,1.0,96.823
2023-07-08 13:00:00,1079.0,1.0,98.875
2023-07-08 15:00:00,1080.0,1.0,99.769
2023-07-08 16:00:00,1081.0,1.0,99.959
2023-07-08 17:00:00,1082.0,1.0,99.984
2023-07-08 19:00:00,1083.0,1.0,99.988
2023-07-08 20:50:00,1084.0,1.0,99.987
2023-07-08 23:00:00,1085.0,1.0,99.99
2023-07-09 00:17:00,1086.0,1.0,99.988
2023-07-09 02:02:00,1087.0,1.0,99.966
2023-07-09 02:25:00,1088.0,1.0,99.986
2023-07-09 03:02:00,1089.0,1.0,99.989
2023-07-09 05:01:00,1090.0,1.0,99.99
2023-07-09 07:01:00,1091.0,1.0,99.995
2023-07-09 08:00:00,1092.0,1.0,99.995
2023-07-09 09:45:00,1093.0,1.0,99.991
2023-07-10 06:04:00,1094.0,1.0,91.548
2023-07-10 06:58:00,1095.0,1.0,95.288
2023-07-10 08:05:00,1096.0,1.0,98.829
2023-07-10 09:08:00,1097.0,1.0,99.39
2023-07-10 10:09:00,1098.0,1.0,99.831
2023-07-10 11:04:00,1099.0,1.0,99.951
2023-07-10 12:30:00,1100.0,1.0,99.985
2023-07-10 13:40:00,1101.0,1.0,99.99
2023-07-10 14:42:00,1102.0,1.0,99.987
2023-07-10 16:00:00,1103.0,1.0,99.992
2023-07-10 17:57:00,1104.0,1.0,99.991
2023-07-10 19:55:00,1105.0,1.0,99.976
2023-07-10 21:56:00,1106.0,1.0,99.988
2023-07-11 00:05:00,1107.0,1.0,99.993
2023-07-11 00:57:00,1108.0,1.0,99.985
2023-07-11 02:59:00,1109.0,1.0,99.99
2023-07-11 03:59:00,1110.0,1.0,99.985
2023-07-11 06:08:00,1111.0,1.0,99.985
2023-07-11 07:02:00,1112.0,1.0,99.978
2023-07-11 08:14:00,1113.0,1.0,99.984
2023-07-12 00:05:00,1114.0,1.0,91.03
2023-07-12 00:57:00,1115.0,1.0,95.45
2023-07-12 01:59:00,1116.0,1.0,97.81
2023-07-12 02:55:00,1117.0,1.0,99.15
2023-07-12 05:00:00,1118.0,1.0,99.78
2023-07-12 06:58:00,1119.0,1.0,99.965
2023-07-12 08:13:00,1120.0,1.0,99.988
2023-07-12 09:02:00,1121.0,1.0,99.992
2023-07-12 11:08:00,1122.0,1.0,99.997
2023-07-12 12:15:00,1123.0,1.0,99.971
2023-07-12 13:05:00,1124.0,1.0,99.995
2023-07-12 15:08:00,1125.0,1.0,99.988
2023-07-12 15:59:00,1126.0,1.0,99.985
2023-07-12 17:00:00,1127.0,1.0,99.982
2023-07-12 17:58:00,1128.0,1.0,99.989
2023-07-12 18:51:00,1129.0,1.0,99.99
2023-07-12 21:03:00,1130.0,1.0,99.995
2023-07-12 23:00:00,1131.0,1.0,99.993
2023-07-13 00:17:00,1132.0,1.0,99.992
2023-07-13 00:58:00,1133.0,1.0,99.992
2023-07-14 15:15:00,1134.0,1.0,78.1
2023-07-14 16:01:00,1135.0,1.0,89.947
2023-07-14 16:57:00,1136.0,1.0,94.475
2023-07-14 17:58:00,1137.0,1.0,97.483
2023-07-14 18:55:00,1138.0,1.0,98.747
2023-07-14 19:53:00,1139.0,1.0,99.435
2023-07-14 20:57:00,1140.0,1.0,99.772
2023-07-14 21:56:00,1141.0,1.0,99.907
2023-07-14 23:00:00,1142.0,1.0,99.955
2023-07-15 00:05:00,1143.0,1.0,99.986
2023-07-15 01:52:00,1144.0,1.0,99.994
2023-07-15 02:50:00,1145.0,1.0,99.995
2023-07-15 03:50:00,1146.0,1.0,99.998
2023-07-15 04:47:00,1147.0,1.0,99.998
2023-07-15 05:44:00,1148.0,1.0,99.998
2023-07-15 07:00:00,1149.0,1.0,99.997
2023-07-15 08:25:00,1150.0,1.0,99.993
2023-07-15 09:40:00,1151.0,1.0,99.996
2023-07-15 11:00:00,1152.0,1.0,99.993
2023-07-15 12:15:00,1153.0,1.0,99.99
2023-07-15 14:00:00,1154.0,1.0,99.996
2023-07-15 15:01:00,1155.0,1.0,99.995
2023-07-15 17:56:00,1156.0,1.0,99.98
2023-07-15 18:57:00,1157.0,1.0,99.982
2023-07-15 19:40:00,1158.0,1.0,99.985
2023-07-16 06:30:00,1159.0,1.0,66.86
2023-07-16 08:27:00,1160.0,1.0,80.45
2023-07-16 09:05:00,1161.0,1.0,89.95
2023-07-16 10:10:00,1162.0,1.0,94.521
2023-07-16 11:04:00,1163.0,1.0,97.437
2023-07-16 12:00:00,1164.0,1.0,98.974
2023-07-16 13:00:00,1165.0,1.0,99.455
2023-07-16 14:55:00,1166.0,1.0,99.862
2023-07-16 16:00:00,1167.0,1.0,99.965
2023-07-16 17:01:00,1168.0,1.0,99.979
2023-07-16 17:55:00,1169.0,1.0,99.989
2023-07-16 18:55:00,1170.0,1.0,99.993
2023-07-16 19:57:00,1171.0,1.0,99.997
2023-07-16 20:58:00,1172.0,1.0,99.999
2023-07-16 21:56:00,1173.0,1.0,100.0
2023-07-17 00:04:00,1174.0,1.0,99.998
2023-07-17 02:00:00,1175.0,1.0,99.998
2023-07-17 02:52:00,1176.0,1.0,99.998
2023-07-17 03:52:00,1177.0,1.0,99.997
2023-07-17 04:49:00,1178.0,1.0,99.999
2023-07-17 05:50:00,1179.0,1.0,99.994
2023-07-17 06:47:00,1180.0,1.0,99.999
2023-07-17 07:58:00,1181.0,1.0,99.997
2023-07-17 09:01:00,1182.0,1.0,99.956
2023-07-17 09:58:00,1183.0,1.0,99.998
2023-07-17 10:59:00,1184.0,1.0,99.996
2023-07-18 21:02:00,1185.0,1.0,82.33
2023-07-18 21:36:00,1186.0,1.0,92.98
2023-07-18 22:57:00,1187.0,1.0,97.6
2023-07-19 00:00:00,1188.0,1.0,98.99
2023-07-19 01:54:00,1189.0,1.0,99.711
2023-07-19 03:56:00,1190.0,1.0,99.948
2023-07-19 04:53:00,1191.0,1.0,99.98
2023-07-19 05:54:00,1192.0,1.0,99.988
2023-07-19 06:54:00,1193.0,1.0,99.993
2023-07-19 08:18:00,1194.0,1.0,99.995
2023-07-19 09:08:00,1195.0,1.0,99.998
2023-07-19 11:00:00,1196.0,1.0,99.998
2023-07-19 13:10:00,1197.0,1.0,99.998
2023-07-19 15:06:00,1198.0,1.0,99.997
2023-07-19 16:55:00,1199.0,1.0,99.999
2023-07-19 17:50:00,1200.0,1.0,99.998
2023-07-19 19:00:00,1201.0,1.0,99.998
2023-07-19 19:53:00,1202.0,1.0,99.998
2023-07-19 20:56:00,1203.0,1.0,99.998
2023-07-19 21:53:00,1204.0,1.0,99.997
2023-07-19 22:55:00,1205.0,1.0,99.997
2023-07-19 04:11:00,1206.0,1.0,99.815
2023-07-19 05:07:00,1207.0,1.0,99.939
2023-07-19 05:54:00,1208.0,1.0,99.989
2023-07-19 06:57:00,1209.0,1.0,99.994
2023-07-19 08:05:00,1210.0,1.0,99.994
